,Variable,Feature,Value,Coefficient,N,N.not.0,P.value,Q.value,Measure,is_filtered
28,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus,Any_smoking_during_pregnancy1,0.232458677,518,276,0.005378087,0.051250006,tax,filtered
29,Any_smoking_during_pregnancy,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,Any_smoking_during_pregnancy1,0.092934945,518,268,0.006175801,0.05848959,tax,filtered
30,Any_smoking_during_pregnancy,k__Viruses,Any_smoking_during_pregnancy1,0.118150642,518,155,0.006307692,0.059373319,tax,filtered
31,Any_smoking_during_pregnancy,k__Viruses|p__Viruses_noname|c__Viruses_noname,Any_smoking_during_pregnancy1,0.118150642,518,155,0.006307692,0.059373319,tax,filtered
32,Any_smoking_during_pregnancy,k__Viruses|p__Viruses_noname,Any_smoking_during_pregnancy1,0.115181312,518,155,0.008078368,0.075578167,tax,filtered
33,Any_smoking_during_pregnancy,k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname,Any_smoking_during_pregnancy1,0.048918136,518,65,0.009638174,0.089356325,tax,filtered
34,Any_smoking_during_pregnancy,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,Any_smoking_during_pregnancy1,0.077276335,518,255,0.011911054,0.108789981,tax,filtered
35,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Bacilli,Any_smoking_during_pregnancy1,-0.12123057,518,518,0.013734656,0.125074771,tax,filtered
36,Any_smoking_during_pregnancy,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,Any_smoking_during_pregnancy1,0.221817018,518,396,0.014136743,0.127979099,tax,filtered
37,Any_smoking_during_pregnancy,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__Escherichia_coli_unclassified,Any_smoking_during_pregnancy1,0.221817018,518,396,0.014136743,0.127979099,tax,filtered
38,Any_smoking_during_pregnancy,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,Any_smoking_during_pregnancy1,0.196657093,518,384,0.022296773,0.193868554,tax,filtered
39,Any_smoking_during_pregnancy,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,Any_smoking_during_pregnancy1,0.193772077,518,384,0.02345132,0.200776394,tax,filtered
40,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia,Any_smoking_during_pregnancy1,0.142091894,518,337,0.026686037,0.225658301,tax,filtered
33,Any_smoking_during_pregnancy,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca,Any_smoking_during_pregnancy1,0.054552283,646,218,6.80E-05,0.000760347,tax,unfiltered
34,Any_smoking_during_pregnancy,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca|t__Klebsiella_oxytoca_unclassified,Any_smoking_during_pregnancy1,0.054552283,646,218,6.80E-05,0.000760347,tax,unfiltered
35,Any_smoking_during_pregnancy,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea,Any_smoking_during_pregnancy1,0.070579781,646,96,0.000344457,0.003692631,tax,unfiltered
36,Any_smoking_during_pregnancy,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_unclassified,Any_smoking_during_pregnancy1,0.070579781,646,96,0.000344457,0.003692631,tax,unfiltered
37,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans,Any_smoking_during_pregnancy1,0.03136034,646,67,0.000619484,0.006507686,tax,unfiltered
38,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans|t__GCF_000162475,Any_smoking_during_pregnancy1,0.03136034,646,67,0.000619484,0.006507686,tax,unfiltered
39,Any_smoking_during_pregnancy,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,Any_smoking_during_pregnancy1,0.17736099,646,234,0.009295004,0.084624946,tax,unfiltered
40,Any_smoking_during_pregnancy,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__GCF_000169035,Any_smoking_during_pregnancy1,0.17736099,646,234,0.009295004,0.084624946,tax,unfiltered
41,Any_smoking_during_pregnancy,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,Any_smoking_during_pregnancy1,0.075045072,646,65,0.01082284,0.096850547,tax,unfiltered
42,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Erysipelotrichia,Any_smoking_during_pregnancy1,0.16345244,646,392,0.011410299,0.101242231,tax,unfiltered
43,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales,Any_smoking_during_pregnancy1,0.16345244,646,392,0.011410299,0.101242231,tax,unfiltered
44,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae,Any_smoking_during_pregnancy1,0.16345244,646,392,0.011410299,0.101242231,tax,unfiltered
45,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Bacilli,Any_smoking_during_pregnancy1,-0.100114734,646,645,0.012791605,0.111917634,tax,unfiltered
46,Any_smoking_during_pregnancy,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa,Any_smoking_during_pregnancy1,0.055439032,646,325,0.015848761,0.136760877,tax,unfiltered
47,Any_smoking_during_pregnancy,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__Rothia_mucilaginosa_unclassified,Any_smoking_during_pregnancy1,0.055439032,646,325,0.015848761,0.136760877,tax,unfiltered
48,Any_smoking_during_pregnancy,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,Any_smoking_during_pregnancy1,0.159740739,646,249,0.016961508,0.145166474,tax,unfiltered
49,Any_smoking_during_pregnancy,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella,Any_smoking_during_pregnancy1,0.056491457,646,294,0.019409418,0.164326099,tax,unfiltered
50,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,Any_smoking_during_pregnancy1,0.102300041,646,360,0.019547162,0.164852634,tax,unfiltered
51,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum,Any_smoking_during_pregnancy1,0.0879502,646,274,0.019665125,0.164852634,tax,unfiltered
52,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum|t__GCF_000154485,Any_smoking_during_pregnancy1,0.0879502,646,274,0.019665125,0.164852634,tax,unfiltered
53,Any_smoking_during_pregnancy,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,Any_smoking_during_pregnancy1,0.161637989,646,524,0.019786515,0.164852634,tax,unfiltered
54,Any_smoking_during_pregnancy,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__Escherichia_coli_unclassified,Any_smoking_during_pregnancy1,0.161637989,646,524,0.019786515,0.164852634,tax,unfiltered
55,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_unclassified,Any_smoking_during_pregnancy1,0.157202543,646,339,0.020536793,0.170650971,tax,unfiltered
56,Any_smoking_during_pregnancy,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,Any_smoking_during_pregnancy1,0.05763898,646,310,0.020634828,0.171013181,tax,unfiltered
57,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA,Any_smoking_during_pregnancy1,0.066582354,646,81,0.02334534,0.190957587,tax,unfiltered
58,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA|t__GCF_000209405,Any_smoking_during_pregnancy1,0.066582354,646,81,0.02334534,0.190957587,tax,unfiltered
59,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae,Any_smoking_during_pregnancy1,-0.158698754,646,477,0.023635315,0.191830811,tax,unfiltered
60,Any_smoking_during_pregnancy,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,Any_smoking_during_pregnancy1,0.072659818,646,71,0.024587155,0.199041889,tax,unfiltered
61,Any_smoking_during_pregnancy,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia,Any_smoking_during_pregnancy1,0.05319603,646,330,0.024840239,0.200573753,tax,unfiltered
62,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Negativicutes,Any_smoking_during_pregnancy1,-0.156216796,646,479,0.028278151,0.225435717,tax,unfiltered
63,Any_smoking_during_pregnancy,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales,Any_smoking_during_pregnancy1,-0.156216796,646,479,0.028278151,0.225435717,tax,unfiltered
31,bfduration,M00017,bfduration,0.00086089,654,654,0.000311827,0.003335198,module,unfiltered
32,bfduration,M00048,bfduration,0.000413088,654,654,0.008665144,0.070273368,module,unfiltered
33,bfduration,M00239,bfduration,0.00064823,654,654,0.013056236,0.09635502,module,unfiltered
34,bfduration,M00233,bfduration,0.001168004,654,557,0.022034163,0.153407666,module,unfiltered
35,bfduration,M00299,bfduration,-0.000695918,654,652,0.024984879,0.17073001,module,unfiltered
36,bfduration,M00045,bfduration,-0.000303424,654,590,0.031894737,0.204470685,module,unfiltered
6,bfduration,M00017,bfduration,0.000848479,518,518,0.002916523,0.031816618,module,filtered
7,bfduration,M00207,bfduration,-0.000859893,518,512,0.008710014,0.088733862,module,filtered
63,bfduration,ko00471,bfduration,0.000398301,654,654,8.72E-05,0.000938967,pwy,unfiltered
64,bfduration,ko03008,bfduration,0.000149513,654,654,0.000933925,0.008818701,pwy,unfiltered
65,bfduration,ko00640,bfduration,-0.000107951,654,654,0.002179265,0.018680179,pwy,unfiltered
66,bfduration,ko00051,bfduration,-0.000436109,654,654,0.002189083,0.018680179,pwy,unfiltered
67,bfduration,ko00310,bfduration,-0.000377303,654,653,0.009944021,0.070279212,pwy,unfiltered
68,bfduration,ko00190,bfduration,-8.33E-05,654,654,0.014280464,0.093472129,pwy,unfiltered
69,bfduration,ko03050,bfduration,0.000196061,654,650,0.01674862,0.105785301,pwy,unfiltered
70,bfduration,ko00040,bfduration,-0.000222484,654,654,0.016918237,0.105922872,pwy,unfiltered
71,bfduration,ko00561,bfduration,-0.000139207,654,654,0.030750647,0.171134036,pwy,unfiltered
72,bfduration,ko00791,bfduration,-0.000129149,654,653,0.046921181,0.249093091,pwy,unfiltered
6,bfduration,ko00360,bfduration,0.000106316,518,518,0.017242432,0.149306034,pwy,filtered
7,bfduration,ko00190,bfduration,-9.77E-05,518,518,0.0172866,0.149306034,pwy,filtered
8,bfduration,ko00310,bfduration,-0.000326503,518,517,0.028811769,0.242971687,pwy,filtered
64,bfduration,k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae,bfduration,-0.002657948,646,106,0.01975265,0.164852634,tax,unfiltered
37,caesar,M00115,caesar1,-0.022033907,654,649,1.21E-08,1.90E-07,module,unfiltered
38,caesar,M00276,caesar1,0.018929981,654,653,1.25E-06,1.74E-05,module,unfiltered
39,caesar,M00035,caesar1,-0.016623719,654,598,0.000493909,0.005207207,module,unfiltered
40,caesar,M00064,caesar1,0.009568943,654,617,0.004237783,0.037680528,module,unfiltered
41,caesar,M00299,caesar1,0.01002465,654,652,0.010663155,0.082835879,module,unfiltered
8,caesar,M00115,caesar1,-0.026487797,518,513,5.66E-08,8.67E-07,module,filtered
9,caesar,M00276,caesar1,0.02152264,518,517,5.27E-07,7.58E-06,module,filtered
10,caesar,M00064,caesar1,0.010919741,518,482,0.001062483,0.011952929,module,filtered
11,caesar,M00035,caesar1,-0.015025264,518,495,0.004758923,0.0503886,module,filtered
12,caesar,M00299,caesar1,0.011831199,518,516,0.010943345,0.106475789,module,filtered
73,caesar,ko00561,caesar1,0.005498539,654,654,2.61E-11,4.63E-10,pwy,unfiltered
74,caesar,ko00140,caesar1,-0.003743472,654,587,1.18E-07,1.76E-06,pwy,unfiltered
75,caesar,ko00750,caesar1,-0.005206707,654,654,1.25E-07,1.84E-06,pwy,unfiltered
76,caesar,ko02060,caesar1,0.010456377,654,654,5.33E-07,7.40E-06,pwy,unfiltered
77,caesar,ko05150,caesar1,0.004235596,654,654,1.64E-05,0.000194608,pwy,unfiltered
78,caesar,ko00061,caesar1,0.005625829,654,654,4.06E-05,0.000462637,pwy,unfiltered
79,caesar,ko03050,caesar1,-0.004082135,654,650,8.25E-05,0.000896124,pwy,unfiltered
80,caesar,ko00564,caesar1,0.002692887,654,654,0.000168269,0.001778404,pwy,unfiltered
81,caesar,ko00650,caesar1,0.00199694,654,654,0.000306231,0.003121928,pwy,unfiltered
82,caesar,ko00260,caesar1,-0.001858524,654,654,0.000389632,0.003903101,pwy,unfiltered
83,caesar,ko00051,caesar1,0.006286761,654,654,0.000465157,0.004541195,pwy,unfiltered
84,caesar,ko00520,caesar1,0.001277149,654,654,0.00065517,0.006237656,pwy,unfiltered
85,caesar,ko00380,caesar1,0.001701276,654,654,0.002035677,0.018088331,pwy,unfiltered
86,caesar,ko00340,caesar1,-0.003581607,654,654,0.002041218,0.018088331,pwy,unfiltered
87,caesar,ko01053,caesar1,0.005219502,654,654,0.002343206,0.019703457,pwy,unfiltered
88,caesar,ko00053,caesar1,0.006996285,654,654,0.002609894,0.0216302,pwy,unfiltered
89,caesar,ko00640,caesar1,0.001153027,654,654,0.009322743,0.067123747,pwy,unfiltered
90,caesar,ko00270,caesar1,-0.001486611,654,654,0.016804436,0.105785301,pwy,unfiltered
91,caesar,ko00361,caesar1,-0.001409066,654,431,0.018258542,0.113696437,pwy,unfiltered
92,caesar,ko00430,caesar1,-0.005588028,654,592,0.025945888,0.149448313,pwy,unfiltered
9,caesar,ko00561,caesar1,0.006085125,518,518,1.39E-09,2.60E-08,pwy,filtered
10,caesar,ko04141,caesar1,-0.003827853,518,517,3.82E-08,6.50E-07,pwy,filtered
11,caesar,ko02060,caesar1,0.012547458,518,518,1.06E-07,1.69E-06,pwy,filtered
12,caesar,ko00140,caesar1,-0.003924918,518,465,5.18E-07,7.92E-06,pwy,filtered
13,caesar,ko00564,caesar1,0.003517684,518,518,5.44E-07,8.21E-06,pwy,filtered
14,caesar,ko01053,caesar1,0.006094589,518,518,9.88E-06,0.000129053,pwy,filtered
15,caesar,ko00650,caesar1,0.002437659,518,518,1.53E-05,0.000195501,pwy,filtered
16,caesar,ko05150,caesar1,0.005188398,518,518,2.40E-05,0.000302457,pwy,filtered
17,caesar,ko02020,caesar1,0.002196628,518,518,4.74E-05,0.000583052,pwy,filtered
18,caesar,ko00531,caesar1,-0.007294708,518,501,8.77E-05,0.001031602,pwy,filtered
19,caesar,ko00380,caesar1,0.001897708,518,518,9.37E-05,0.001090721,pwy,filtered
20,caesar,ko00640,caesar1,0.001565939,518,518,0.000137419,0.001582532,pwy,filtered
21,caesar,ko00340,caesar1,-0.003332005,518,518,0.000242951,0.002682484,pwy,filtered
22,caesar,ko00053,caesar1,0.008675577,518,518,0.001128277,0.011846911,pwy,filtered
23,caesar,ko00562,caesar1,0.001575878,518,518,0.005995837,0.057335187,pwy,filtered
24,caesar,ko00750,caesar1,-0.002476281,518,518,0.008795259,0.082629143,pwy,filtered
25,caesar,ko00361,caesar1,-0.001356267,518,338,0.012012476,0.108112286,pwy,filtered
41,caesar,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales,caesar1,-0.12266149,518,398,6.01E-06,7.34E-05,tax,filtered
42,caesar,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,caesar1,-0.120954949,518,203,0.001137401,0.011669737,tax,filtered
43,caesar,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__GCF_000169035,caesar1,-0.120954949,518,203,0.001137401,0.011669737,tax,filtered
44,caesar,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,caesar1,-0.114425239,518,218,0.001181512,0.012082044,tax,filtered
45,caesar,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae,caesar1,0.031142391,518,207,0.001935359,0.019467434,tax,filtered
46,caesar,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae|t__Haemophilus_parainfluenzae_unclassified,caesar1,0.031124428,518,207,0.001974476,0.019796208,tax,filtered
47,caesar,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,caesar1,-0.100911859,518,195,0.002110461,0.02102265,tax,filtered
48,caesar,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus|t__Bacteroides_vulgatus_unclassified,caesar1,-0.100911859,518,195,0.002110461,0.02102265,tax,filtered
49,caesar,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,caesar1,0.033713709,518,213,0.002335263,0.02303827,tax,filtered
50,caesar,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_unclassified,caesar1,-0.072857053,518,146,0.003253281,0.031688607,tax,filtered
51,caesar,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,caesar1,-0.072299133,518,146,0.003458274,0.033579074,tax,filtered
52,caesar,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__Bacteroides_uniformis_unclassified,caesar1,-0.059453443,518,217,0.003524918,0.03411855,tax,filtered
53,caesar,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__Parabacteroides_distasonis_unclassified,caesar1,-0.060704545,518,154,0.005993357,0.05693689,tax,filtered
54,caesar,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified,caesar1,-0.06067957,518,153,0.00805743,0.075578167,tax,filtered
55,caesar,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,caesar1,-0.044270683,518,193,0.015886479,0.143397601,tax,filtered
